kilometrage,age_vehicule,regime_moteur,temperature_moteur,pression_huile,tension_batterie,type_carburant,nbre_entretiens,etat
65279,15,1057,99,2.8,12.2,diesel,14,aucune_panne
5126,16,3122,102,1.1,14.1,diesel,3,panne_probable
32632,10,4957,81,2.4,12.1,diesel,19,aucune_panne
201382,16,2197,79,2.7,12.7,diesel,9,panne_probable
114945,12,2858,67,2.8,13.8,diesel,8,aucune_panne
255869,17,3255,88,1.3,13.6,essence,1,panne_critique
222138,16,3042,99,3.5,14.8,essence,13,panne_probable
180399,12,3651,89,0.6,11.9,diesel,15,panne_critique
139869,8,1938,114,1.9,13.5,essence,0,panne_probable
183954,3,1673,75,3.6,13.3,essence,1,entretien_conseille
149790,16,4665,105,2.8,14.5,diesel,6,entretien_conseille
39560,13,1750,121,1.5,11.6,diesel,9,panne_probable
289260,19,4401,66,3.3,13.9,diesel,19,panne_critique
137717,8,3480,104,2.8,13.2,diesel,0,aucune_panne
183595,5,2288,118,3.7,12.0,diesel,12,panne_probable
129085,8,4578,115,3.4,12.8,diesel,0,panne_probable
286400,12,3068,107,2.9,12.3,essence,4,panne_critique
105158,1,1136,86,2.5,13.2,diesel,15,aucune_panne
189245,6,3528,112,1.0,14.4,essence,14,panne_critique
173502,18,2256,94,1.5,13.2,diesel,16,panne_probable
147766,8,4558,110,2.2,13.4,diesel,15,entretien_conseille
62545,7,2004,96,2.9,13.0,essence,12,aucune_panne
18224,1,3084,116,2.6,11.2,diesel,10,panne_probable
45738,16,882,67,1.7,11.9,diesel,16,panne_probable
185760,12,2289,79,0.5,12.9,essence,16,panne_probable
244690,6,2287,112,2.5,12.2,diesel,1,panne_critique
144649,2,1359,71,1.6,11.7,essence,12,aucune_panne
13070,14,859,108,3.4,12.9,diesel,13,entretien_conseille
131161,4,4653,76,0.6,12.2,diesel,10,entretien_conseille
13666,1,1711,123,2.8,12.0,essence,9,entretien_conseille
142855,18,752,101,4.3,12.8,diesel,2,panne_probable
46914,13,3007,88,1.2,11.5,essence,16,panne_probable
206579,2,1928,78,2.4,14.5,essence,14,aucune_panne
132738,9,1735,70,0.9,14.3,essence,8,entretien_conseille
251965,2,4402,109,3.0,13.7,diesel,9,panne_critique
287100,9,4745,117,2.7,11.4,diesel,7,panne_critique
223967,1,1964,93,2.1,13.9,essence,12,aucune_panne
99270,11,2584,79,2.6,14.1,diesel,17,aucune_panne
271901,3,2509,109,4.1,13.9,diesel,4,panne_critique
24097,4,3867,69,1.3,11.4,diesel,5,panne_probable
146467,18,4497,91,0.6,13.4,essence,16,panne_critique
152313,6,3041,111,3.9,14.2,diesel,10,panne_probable
163768,3,4114,74,2.8,13.2,essence,19,entretien_conseille
251726,11,1517,62,4.1,13.5,diesel,15,panne_probable
51163,15,3137,96,2.9,12.7,diesel,8,aucune_panne
24816,5,1588,99,3.7,13.0,essence,1,aucune_panne
238619,10,1367,99,2.2,11.1,diesel,4,entretien_conseille
160989,12,3324,115,3.5,13.4,essence,0,panne_critique
101731,15,4932,82,4.2,11.3,diesel,3,entretien_conseille
157638,17,1518,70,2.8,12.7,essence,3,panne_probable
211524,10,2888,123,1.2,12.1,diesel,2,panne_critique
67823,6,1806,67,1.6,13.1,diesel,8,aucune_panne
156878,18,2924,115,1.3,11.5,diesel,11,panne_critique
211592,13,897,119,1.5,13.6,essence,9,panne_probable
6759,3,3371,69,1.7,14.0,essence,1,aucune_panne
262164,10,4192,98,2.7,11.6,essence,10,panne_critique
138554,14,3148,87,2.9,11.4,diesel,9,entretien_conseille
291586,6,1170,108,2.2,11.6,essence,5,panne_critique
98501,3,2648,95,3.0,14.3,essence,17,aucune_panne
269223,16,4599,72,0.8,13.0,essence,1,panne_critique
64676,7,2710,95,0.9,12.8,essence,1,panne_probable
222516,14,4500,85,1.2,11.4,essence,9,panne_critique
178532,9,4818,63,2.6,13.5,essence,15,entretien_conseille
95397,15,4496,123,1.4,14.3,essence,11,panne_critique
77847,3,4688,97,1.6,14.1,essence,0,entretien_conseille
98607,2,934,81,2.1,13.4,essence,7,aucune_panne
225178,2,1628,61,3.7,11.3,essence,15,entretien_conseille
154521,3,4307,90,0.6,11.4,diesel,17,panne_critique
69077,18,1222,70,3.1,11.2,diesel,12,panne_probable
184374,14,4223,105,3.2,12.0,essence,14,entretien_conseille
262009,18,2329,121,3.7,11.5,diesel,11,panne_critique
142717,10,2016,128,4.2,12.0,diesel,7,entretien_conseille
43000,2,3557,123,0.6,12.5,essence,9,panne_probable
31737,1,1824,69,1.1,14.6,essence,13,entretien_conseille
278629,4,3287,99,4.0,13.3,essence,4,entretien_conseille
191240,14,1723,83,2.3,14.2,diesel,17,entretien_conseille
57487,1,2078,103,2.8,13.7,essence,18,aucune_panne
279486,14,4074,119,3.2,11.4,diesel,14,panne_critique
